Samplename	experimental_strategy	disease	count	bedlength	TMB
BS_VXDGXQKZ	WGS	HGAT	8	2923762032	0.00273620079624866
BS_VXNT1TDB	WGS	LGAT	2	2923762032	0.000684050199062165
BS_W23ERYW3	WGS	ATRT	2	2923762032	0.000684050199062165
BS_W2QCHQ7E	WGS	HGAT	22	2923762032	0.007524552189683815
BS_W3R2DQ86	WGS	Medulloblastoma	22	2923762032	0.007524552189683815
BS_W50WEJE7	WGS	Other	4	2923762032	0.00136810039812433
BS_W5P7SPDH	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_W6B48DD5	WGS	DNET	1	2923762032	0.0003420250995310825
BS_W74D279Q	WGS	Ependymoma	8	2923762032	0.00273620079624866
BS_W8DA9AXT	WGS	Craniopharyngioma	3	2923762032	0.0010260752985932476
BS_W9FW1PAE	WGS	LGAT	7	2923762032	0.0023941756967175774
BS_W9P0PFDH	WGS	LGAT	2	2923762032	0.000684050199062165
BS_WB8P21ED	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_WCNPE0AC	WGS	ATRT	2	2923762032	0.000684050199062165
BS_WDTT7PG2	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_WEGGXVYA	WGS	LGAT	2	2923762032	0.000684050199062165
BS_WH8KWW5J	WGS	MPNST	54	2923762032	0.018469355374678455
BS_WJ7GMQTF	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_WJB33V17	WGS	HGAT	9	2923762032	0.0030782258957797425
BS_WJF6ZXWN	WGS	HGAT	10	2923762032	0.0034202509953108248
BS_WMEYJGDC	WGS	Craniopharyngioma	2	2923762032	0.000684050199062165
BS_WP2D11SK	WGS	Medulloblastoma	6	2923762032	0.002052150597186495
BS_WP9J88EB	WGS	Medulloblastoma	8	2923762032	0.00273620079624866
BS_WPCBK1EG	WGS	HGAT	21	2923762032	0.007182527090152733
BS_WQ19Z6MD	WGS	LGAT	4	2923762032	0.00136810039812433
BS_WXKCR17Q	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_WY5KYSHJ	WGS	Medulloblastoma	19	2923762032	0.006498476891090567
BS_WYTDVC0Y	WXS	HGAT	14	149089890	0.09390308088630289
BS_X1DSETVE	WGS	HGAT	70	2923762032	0.023941756967175775
BS_X1R0N8QS	WGS	Medulloblastoma	9	2923762032	0.0030782258957797425
BS_X5VN0FW0	WGS	HGAT	27	2923762032	0.009234677687339227
BS_X6361T19	WGS	Meningioma	4	2923762032	0.00136810039812433
BS_X7QJCVJB	WGS	Medulloblastoma	16	2923762032	0.00547240159249732
BS_X9PJ715R	WGS	LGAT	2	2923762032	0.000684050199062165
BS_XBBBE8V2	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_XBE002WV	WGS	Ependymoma	3	2923762032	0.0010260752985932476
BS_XCNGQ25H	WGS	Craniopharyngioma	2	2923762032	0.000684050199062165
BS_XEVMEYFS	WGS	Chordoma	9	2923762032	0.0030782258957797425
BS_XGMXJKFX	WGS	Medulloblastoma	8	2923762032	0.00273620079624866
BS_XGVSX8BX	WGS	HGAT	21	2923762032	0.007182527090152733
BS_XH5JP8DB	WGS	LGAT	4	2923762032	0.00136810039812433
BS_XJZQA3AP	WGS	Pineoblastoma	4	2923762032	0.00136810039812433
BS_XKM2EAT4	WGS	CNS EFT-CIC	1	2923762032	0.0003420250995310825
BS_XKP747AS	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_XM302FF4	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_XMNBSBGN	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_XMP9XNR9	WGS	HGAT	29	2923762032	0.009918727886401392
BS_XNTQBZAJ	WGS	Medulloblastoma	20	2923762032	0.0068405019906216495
BS_XPZAD9PP	WXS	HGAT	15	149089890	0.10061044380675309
BS_XSWF2MR1	WGS	LGAT	2	2923762032	0.000684050199062165
BS_XW26N96W	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_XWQTX5HH	WGS	Hemangioblastoma	1	2923762032	0.0003420250995310825
BS_Y0DGBKTY	WXS	HGAT	7	149089890	0.046951540443151446
BS_Y2C78JC4	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_Y3472DYJ	WGS	Ependymoma	4	2923762032	0.00136810039812433
BS_Y3ETG5AE	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_Y43VC4VG	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_Y4ZX0YX7	WGS	LGAT	4	2923762032	0.00136810039812433
BS_Y5DA59M3	WGS	Medulloblastoma	8	2923762032	0.00273620079624866
BS_Y74XAFJX	WGS	HGAT	17	2923762032	0.005814426692028403
BS_Y7CA8B5R	WGS	Medulloblastoma	18	2923762032	0.006156451791559485
BS_Y9GHDZKS	WGS	Choroid plexus tumor	1	2923762032	0.0003420250995310825
BS_YB99Q6TN	WGS	HGAT	11	2923762032	0.0037622760948419075
BS_YBCQBCQC	WGS	Craniopharyngioma	29	2923762032	0.009918727886401392
BS_YETTZ1NC	WGS	Other	88	2923762032	0.03009820875873526
BS_YEWX69X4	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_YGQS4660	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_YH4DYNQ2	WGS	LGAT	4	2923762032	0.00136810039812433
BS_YH60H2FS	WGS	Medulloblastoma	4	2923762032	0.00136810039812433
BS_YHXMYDBN	WGS	HGAT	30	2923762032	0.010260752985932474
BS_YKQP4SBX	WGS	DNET	1	2923762032	0.0003420250995310825
BS_YMDPFK0V	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_YRC54VPP	WGS	Meningioma	11	2923762032	0.0037622760948419075
BS_YVFFHJ1Q	WGS	Schwannoma	2	2923762032	0.000684050199062165
BS_YXCVR90M	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_YYAPSA5P	WGS	Medulloblastoma	2	2923762032	0.000684050199062165
BS_YZ2YNEJJ	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_YZD4SSMA	WGS	HGAT	40	2923762032	0.013681003981243299
BS_Z14Z2JMW	WGS	Neurofibroma	1	2923762032	0.0003420250995310825
BS_Z1BBZ01F	WGS	MPNST	3	2923762032	0.0010260752985932476
BS_Z34PQDYT	WGS	Choroid plexus tumor	3	2923762032	0.0010260752985932476
BS_Z4Q8RH5M	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_Z4S81HG1	WGS	Other	3	2923762032	0.0010260752985932476
BS_Z5D6G1S6	WGS	Medulloblastoma	14	2923762032	0.004788351393435155
BS_Z5VJCFNP	WGS	Germinoma	13	2923762032	0.0044463262939040725
BS_Z7R92XX6	WGS	LGAT	4	2923762032	0.00136810039812433
BS_Z9NCH2XA	WGS	Embryonal Tumor	8	2923762032	0.00273620079624866
BS_Z9PKZ4RT	WGS	LGAT	4	2923762032	0.00136810039812433
BS_ZAH4FHV2	WGS	LGAT	10	2923762032	0.0034202509953108248
BS_ZBWQG7VR	WGS	Ependymoma	4	2923762032	0.00136810039812433
BS_ZCY4ECNV	WGS	HGAT	17	2923762032	0.005814426692028403
BS_ZECKZTFC	WGS	CNS EFT-CIC	3	2923762032	0.0010260752985932476
BS_ZH6PC8KM	WGS	DNET	6	2923762032	0.002052150597186495
BS_ZHJFX6C9	WGS	Neurofibroma	1	2923762032	0.0003420250995310825
BS_ZJSMC22A	WGS	Teratoma	7	2923762032	0.0023941756967175774
BS_ZJZFT0AJ	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_ZKFEMJZ8	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_ZKZACPVV	WGS	LGAT	4	2923762032	0.00136810039812433
BS_ZPF89720	WGS	Chondrosarcoma	5	2923762032	0.0017101254976554124
BS_ZR75EKKX	WGS	Medulloblastoma	39	2923762032	0.013338978881712217
BS_ZS1QRMXS	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_ZSH09N84	WGS	HGAT	17	2923762032	0.005814426692028403
BS_ZV21J6YW	WGS	Medulloblastoma	14	2923762032	0.004788351393435155
BS_ZX1YPQ88	WGS	Craniopharyngioma	5	2923762032	0.0017101254976554124
BS_ZZJF26C4	WGS	Ependymoma	5	2923762032	0.0017101254976554124
